Standard Title,Standard Type,Standard Info Latest,Value,Edition Date,Standard Infotyp
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - MATERIALS AND SYSTEMS / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - MATÉRIAUX ET SYSTÈMES,(Ed. 4),ULC,716.1,"April 05, 2019",Type: canulc
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - INSTALLATION OF EIFS COMPONENTS AND WATER RESISTIVE BARRIER / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - INSTALLATION DES COMPOSANTS DES SYSTÈMES SIFE ET DE LA BARRIÈRE RÉSISTANT À L'EAU,(Ed. 2),ULC,716.2,"December 01, 2012",Type: canulc
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - INSTALLATION OF EIFS COMPONENTS AND WATER RESISTIVE BARRIER / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - INSTALLATION DES COMPOSANTS DES SYSTÈMES SIFE ET DE LA BARRIÈRE RÉSISTANT À L'EAU ,(Ed. 3),ULC,716.2,"April 25, 2019",Type: canulc
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - DESIGN APPLICATION / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - APPLICATION DE LA CONCEPTION,(Ed. 2),ULC,716.3,"December 01, 2012",N/A
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - DESIGN APPLICATION / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - APPLICATION DE LA CONCEPTION,(Ed. 3),ULC,716.3,"April 05, 2019",Type: canulc
STANDARD FOR FLAT WALL INSULATING CONCRETE FORM (ICF) UNITS - MATERIAL PROPERTIES  / Norme sur les unités de coffrage à béton isolants pour murs plats - propriétés des matériaux,(Ed. 3),ULC,717.1,"October 11, 2022",Type: ulc
STANDARD FOR SITE QUALITY ASSURANCE PROGRAM FOR SPRAY POLYURETHANE FOAM / NORME SUR LE PROGRAMME D'ASSURANCE DE LA QUALITÉ DU CHANTIER RELATIF À LA MOUSSE DE POLYURÉTHANE PULVÉRISÉE,(Ed. 1),ULC,718,"February 01, 2013",N/A
STANDARD FOR SITE QUALITY ASSURANCE PROGRAM FOR SPRAY APPLIED POLYURETHANE FOAM / NORME SUR LE PROGRAMME D'ASSURANCE DE LA QUALITÉ DU CHANTIER RELATIF À LA MOUSSE DE POLYURÉTHANE PULVÉRISÉE,(Ed. 2),ULC,718,"May 01, 2018",Type: canulc
Standard for Nonmetallic-Sheathed Cables,(Ed. 13),UL,719,"September 08, 2015",Type: ulstd
Standard for Test for Surface Burning Characteristics of Building Materials,(Ed. 11),UL,723,"April 19, 2018",Type: ulstd
DROP-OUT CEILINGS INSTALLED BENEATH AUTOMATIC SPRINKLERS,(Ed. 3),UL,723S,"December 05, 2006",Type: outline
Standard for Oil-Fired Boiler Assemblies,(Ed. 7),UL,726,"November 30, 1995",Type: ulstd
Standard for Oil-Fired Central Furnaces,(Ed. 10),UL,727,"January 31, 2018",Type: ulstd
Standard for Oil-Fired Floor Furnaces,(Ed. 6),UL,729,"August 29, 2003",Type: ulstd
Standard for Oil-Fired Wall Furnaces,(Ed. 5),UL,730,"August 29, 2003",Type: ulstd
Standard for Oil-Fired Unit Heaters,(Ed. 6),UL,731,"January 31, 2018",Type: ulstd
Standard for Oil-Fired Storage Tank Water Heaters,(Ed. 6),UL,732,"January 31, 2018",Type: ulstd
Standard for Oil-Fired Air Heaters and Oil-Fired Direct-Fired Heaters,(Ed. 5),UL,733,"May 02, 2019",Type: ulstd
Standard for Fireplace Stoves,(Ed. 10),UL,737,"April 25, 2011",Type: ulstd
STANDARD FOR AIR BARRIER MATERIALS - SPECIFICATION / NORME SUR LES MATÉRIAUX D'ÉTANCHÉITÉ À L'AIR - SPÉCIFICATION,(Ed. 1),ULC,741,"December 01, 2008",Type: canulc
STANDARD FOR AIR BARRIER ASSEMBLIES - SPECIFICATION,(Ed. 1),ULC,742,"February 01, 2011",N/A
STANDARD FOR AIR BARRIER ASSEMBLIES - SPECIFICATION / Norme sur les ensembles d'étanchéité à l'air - spécifications,(Ed. 2),ULC,742,"November 09, 2020",Type: canulc
"STANDARD FOR THERMAL INSULATION - LOW PRESSURE APPLIED TWO COMPONENT SPRAY POLYURETHANE FOAM, PART 1: MATERIAL SPECIFICATION / Norme pour l’isolation thermique - mousse de polyuréthane à deux composants pulvérisée à basse pression, Partie 1 : Spécification du matériau",(Ed. 1),ULC,743.1,"November 09, 2020",Type: canulc
"STANDARD FOR THERMAL INSULATION - LOW PRESSURE APPLIED TWO COMPONENT SPRAY POLYURETHANE FOAM, PART 2: INSTALLATION / NORME POUR L'ISOLATION THERMIQUE - MOUSSE DE POLYURÉTHANE À DEUX COMPOSANTS PULVÉRISÉE À BASSE PRESSION, PARTIE 2 : INSTALLATION",(Ed. 1),ULC,743.2,"April 12, 2021",Type: canulc
Subject 745,(Ed. 9),UL,745,"September 27, 2004",N/A
Portable Electric Tools,(Ed. 2),UL,745-1,"June 15, 2007",Type: ulcsaiec
Particular Requirements for Diamond Core Drills,(Ed. 1),UL,745- 2-31,"March 23, 1995",Type: ulcsa
Particular Requirements for Magnetic Drill Presses,(Ed. 1),UL,745- 2-32,"March 23, 1995",Type: ulcsa
Subject 746,(Ed. 1),UL,746,"August 08, 2003",N/A
Standard for Polymeric Materials - Short Term Property Evaluations,(Ed. 6),UL,746A,"September 06, 2012",Type: ulstd
Standard for Polymeric Materials - Long Term Property Evaluations,(Ed. 5),UL,746B,"August 15, 2018",Type: ulstd
Standard for Polymeric Materials - Use in Electrical Equipment Evaluations,(Ed. 7),UL,746C,"February 05, 2018",Type: ulstd
Standard for Polymeric Materials - Fabricated Parts,(Ed. 8),UL,746D,"January 26, 2018",Type: ulstd
"Polymeric Materials - Industrial Laminates, Filament Wound Tubing, Vulcanized Fibre, and Materials Used In Printed Wiring Boards",(Ed. 7),UL,746E,"September 14, 2020",Type: ulstd
Polymeric Materials - Flexible Dielectric Film Materials for Use in Printed Wiring Boards and Flexible Materials Interconnect Constructions,(Ed. 3),UL,746F,"March 04, 2021",Type: ulstd
Outline of Investigation for Non-Halogenated Materials,(Ed. 1),UL,746H,"November 24, 2014",Type: outline
Outline of Investigation for Restricted Use Substances in Polymeric Materials ,(Ed. 4),UL,746R,"October 18, 2019",N/A
Evaluation of Sustainable Polymeric Materials for use in Electrical Equipment,(Ed. 1),UL,746S,"August 30, 2023",Type: ulstd
Household Dishwashers,(Ed. 11),UL,749,"November 30, 2018",Type: ulcsa
Household Dishwashers,(Ed. 12),UL,749,"May 25, 2023",Type: ulcsa
Standard for Vending Machines,(Ed. 9),UL,751,"July 18, 2016",Type: ulstd
Standard for Bullet-Resisting Equipment,(Ed. 11),UL,752,"September 05, 2005",Type: ulstd
Guide for the Investigation of Bullet-Resisting Glazing Material  ,(Ed. 1),ULC,752A,"September 01, 2004",N/A
Standard for Alarm Accessories for Automatic Water-Supply Control Valves for Fire-Protection Service,(Ed. 8),UL,753,"October 25, 2013",Type: ulstd
Guide for the Investigation of Alarm Accessories for Automatic Water-Supply Control Valves for Fire Protection Services,(Ed. 1),ULC,753,"September 01, 2004",N/A
Standard for Coin and Currency Changers and Actuators,(Ed. 8),UL,756,"August 25, 2016",Type: ulstd
Standard for Appliance Wiring Material,(Ed. 3),UL,758,"May 02, 2014",Type: ulstd
POWER ROOF VENTILATORS FOR RESTAURANT EXHAUST APPLIANCES,(Ed. 7),UL,762,"October 14, 2013",Type: outline
Standard for Motor-Operated Commercial Food Preparing Machines,(Ed. 5),UL,763,"February 28, 2018",Type: ulstd
Standard for Combination Locks,(Ed. 8),UL,768,"January 06, 2006",Type: ulstd
Standard Test Method for Determination of Long-term Thermal Resistance of Closed-Cell Thermal Insulating Foams,(Ed. 3),ULC,770,"August 01, 2009",N/A
STANDARD FOR STANDARD TEST METHOD FOR DETERMINATION OF LONG-TERM THERMAL RESISTANCE OF CLOSED-CELL THERMAL INSULATING FOAMS / MÉTHODE D'ESSAI NORMALISÉE POUR LA DÉTERMINATION DE LA RÉSISTANCE THERMIQUE À LONG TERME DES MOUSSES ISOLANTES THERMIQUES À ALVÉOLES FERMÉS,(Ed. 4),ULC,770,"February 01, 2015",Type: canulc
Standard for Night Depositories,(Ed. 9),UL,771,"October 06, 2006",Type: ulstd
"Guide for Preparing Thermal Insulation Standards, Part 1 - Material Specifications",(Ed. 3),ULC,771.1,"May 01, 2016",N/A
Standard for Plug-In Locking Type Photocontrols for Use with Area Lighting,(Ed. 5),UL,773,"March 18, 2016",Type: ulstd
Standard for Thermal Insulation Terminology,(Ed. 2),ULC,773,"July 01, 2009",N/A
STANDARD FOR THERMAL INSULATION TERMINOLOGY / NORME SUR LA TERMINOLOGIE DE L'ISOLATION THERMIQUE,(Ed. 3),ULC,773,"July 01, 2015",Type: ulc
Standard for Nonindustrial Photoelectric Switches for Lighting Control,(Ed. 6),UL,773A,"January 19, 2016",Type: ulcsance
STANDARD LABORATORY GUIDE FOR THE DETERMINATION OF VOLATILE ORGANIC COMPOUND EMISSIONS FROM POLYURETHANE FOAM / GUIDE STANDARD DE LABORATOIRE POUR L'ÉVALUATION DES ÉMISSIONS DE COMPOSÉS ORGANIQUES VOLATILS DE LA MOUSSE DE POLYURÉTHANE,(Ed. 2),ULC,774,"March 01, 2009",Type: canulc
STANDARD TEST METHOD FOR THE DETERMINATION OF VOLATILE ORGANIC COMPOUND EMISSIONS FROM POLYURETHANE FOAM / MÉTHODE D'ESSAI NORMALISÉE POUR LA DÉTERMINATION DES ÉMISSIONS DE COMPOSÉS ORGANIQUES VOLATILS DE LA MOUSSE DE POLYURÉTHANE,(Ed. 3),ULC,774,"March 17, 2020",Type: canulc
Standard for Graphic Arts Equipment,(Ed. 3),UL,775,"February 27, 1998",Type: ulstd
Standard for Motor-Operated Water Pumps,(Ed. 6),UL,778,"July 07, 2016",Type: ulstd
Standard for Electrically Conductive Floorings,(Ed. 8),UL,779,"August 12, 2011",Type: ulstd
Standard for Electric Flashlights and Lanterns for Use in Hazardous (Classified) Locations,(Ed. 6),UL,783,"April 28, 2003",Type: ulstd
Standard for Indicator Posts for Fire-Protection Service,(Ed. 10),UL,789,"January 09, 2004",Type: ulstd
Indicator Posts for Fire Protection Service,(Ed. 1),ULC,789,"September 01, 2004",N/A
Standard Test Methods for Fire Tests of Roof Coverings,(Ed. 9),UL,790,"February 18, 2022",Type: ulstd
Standard for Residential Incinerators,(Ed. 4),UL,791,"May 21, 1998",N/A
Standard for Residential Incinerators,(Ed. 5),UL,791,"November 10, 2006",Type: ulstd
ANSI/CAN/UL Automatically Operated Roof Vents for Smoke and Heat / Aérateurs exutoires à commande automatique pour la fumée et la chaleur,(Ed. 4),UL,793,"December 15, 2020",Type: ulstd
Standard for Commercial-Industrial Gas Heating Equipment,(Ed. 8),UL,795,"December 02, 2016",Type: ulstd
ULC/ORD Commercial-Industrial Gas-Fired Package Boilers,(Ed. 1),ULC,795,"April 02, 2021",N/A
Printed Wiring Boards,(Ed. 12),UL,796,"October 13, 2020",Type: ulstd
Guide for the Investigation of Printed-Wiring Boards,(Ed. 1),ULC,796,"September 01, 2004",N/A
Flexible Materials Interconnect Constructions,(Ed. 4),UL,796F,"February 26, 2021",Type: ulstd
Standard for Electrical Metallic Tubing - Steel,(Ed. 7),UL,797,"March 19, 2004",N/A
Electrical Metallic Tubing - Steel,(Ed. 9),UL,797,"November 30, 2007",Type: ulcsance
Standard for Electrical Metallic Tubing - Aluminum and Stainless Steel,(Ed. 3),UL,797A,"January 30, 2014",Type: ulstd
"STANDARD ON ELECTRIC UTILITY WORKPLACE ELECTRICAL SAFETY FOR GENERATION, TRANSMISSION, AND DISTRIBUTION / NORME SUR SÉCURITÉ ÉLECTRIQUE AU TRAVAIL POUR LES SERVICES PUBLICS DE PRODUCTION, DE TRANSPORT ET DE DISTRIBUTION D",(Ed. 2),ULC,801,"December 31, 2014",Type: canulc
Subject for Miscellaneous Wire,(Ed. 1),UL,805,"March 08, 2002",N/A
Subject 805,(Ed. 14),UL,805,"August 21, 2009",N/A
Standard for Capacitors,(Ed. 6),UL,810,"October 29, 2019",Type: ulstd
Standard for Electrochemical Capacitors,(Ed. 1),UL,810A,"October 07, 2008",Type: ulstd
DC Power Capacitors,(Ed. 2),UL,810B,"June 10, 2021",Type: ulstd
Standard for Commercial Audio Equipment,(Ed. 7),UL,813,"December 13, 1996",Type: ulstd
Gas-Tube-Sign Cable,(Ed. 12),UL,814,"July 06, 2011",Type: ulstd
Standard for Cord Sets and Power-Supply Cords,(Ed. 12),UL,817,"March 11, 2015",Type: ulstd
Standard for Electric Heaters For Use in Hazardous (Classified) Locations,(Ed. 8),UL,823,"January 19, 2005",N/A
Standard for Electric Heaters For Use in Hazardous (Classified) Locations,(Ed. 9),UL,823,"October 20, 2006",Type: ulstd
Standard for Household Electric Clocks,(Ed. 11),UL,826,"November 29, 2007",Type: ulstd
Standard for Central-Station Alarm Services,(Ed. 8),UL,827,"October 29, 2014",Type: ulstd
Central-Station Alarm Services,(Ed. 9),UL,827,"November 08, 2022",Type: ulstd
Outline of Investigation for Hosted Central Station Services,(Ed. 2),UL,827A,"November 28, 2022",Type: outline
Managed Video Services,(Ed. 1),UL,827B,"June 18, 2015",Type: outline
Subject for Control Units and Accessories for Fire Alarm Systems,(Ed. 1),UL,833,"March 30, 2001",N/A
"Standard for Heating, Water Supply, and Power Boilers - Electric",(Ed. 5),UL,834,"April 13, 2004",Type: ulstd
Subject for Lighting Arresters,(Ed. 1),UL,838,"February 25, 2005",N/A
Standard for Insulation Coordination Including Clearances and Creepage Distances for Electrical Equipment,(Ed. 3),UL,840,"January 06, 2005",Type: ulstd
ANSI/CAN/UL/ULC Standard for Valves for Flammable and Combustible Liquids / Soupapes pour liquides inflammables et combustibles,(Ed. 11),UL,842,"August 25, 2020",Type: ulstd
Guide for the Investigation of Valves for Flammable and Combustible Liquids,(Ed. 2),ULC,842,"June 01, 1984",N/A
ANSI/CAN/UL/ULC Valves for Flammable and Combustible Liquids / Soupapes pour liquides inflammables et combustibles,(Ed. 11),ULC,842,"August 25, 2020",Type: canulc
Valves for Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations up to 85 Percent (E0 - E85),(Ed. 1),UL,842A,"February 18, 2015",Type: ulstd
"Valves for Diesel Fuel, Biodiesel Fuel, Diesel/Biodiesel Blends with Nominal Biodiesel Concentrations up to 20 Percent (B20), Kerosene and Fuel Oil",(Ed. 1),UL,842B,"February 18, 2015",Type: ulstd
Standard for Luminaires for Use in Hazardous (Classified) Locations,(Ed. 13),UL,844,"June 29, 2012",Type: ulstd
Motor Control Centers,(Ed. 6),UL,845,"June 28, 2021",Type: ulcsance
Standard for Metallic Sprinkler Pipe for Fire Protection Service,(Ed. 2),UL,852,"October 01, 2008",Type: ulstd
Standard for Service-Entrance Cables,(Ed. 12),UL,854,"January 10, 2020",Type: ulstd
Busways,(Ed. 13),UL,857,"March 25, 2009",Type: ulcsance
Standard for Household Electric Ranges,(Ed. 16),UL,858,"November 07, 2014",Type: ulstd
Standard for Safety-Related Solid-State Controls for Household Electric Ranges,(Ed. 3),UL,858A,"April 12, 2007",Type: ulstd
Standard for Household Electric Personal Grooming Appliances,(Ed. 11),UL,859,"June 20, 2012",Type: ulstd
Standard for Pipe Unions for Flammable and Combustible Fluids and Fire-Protection  Service,(Ed. 8),UL,860,"December 15, 2014",Type: ulstd
Subject for Loose Fill Material (Fire Hazardous Classification of Building Materials),(Ed. 1),UL,861,"April 29, 1998",N/A
Standard for Time-Indicating and -Recording Appliances,(Ed. 8),UL,863,"November 16, 2007",Type: ulstd
Standard for Control Units and Accessories for Fire Alarm Systems,(Ed. 10),UL,864,"December 01, 2014",Type: ulstd
Control Units and Accessories for Fire Alarm Systems,(Ed. 11),UL,864,"October 09, 2023",Type: ululc
Standard for Electrostatic Air Cleaners,(Ed. 5),UL,867,"August 04, 2011",Type: ulstd
"Outline of Investigation for Commercial/Industrial Indoor Air Quality Systems, Ozone Generating Type",(Ed. 1),UL,867A,"February 14, 2014",Type: outline
Reference Standard for Service Equipment,(Ed. 4),UL,869A,"November 10, 2006",Type: ulstd
"Standard for Wireways, Auxiliary Gutters, and Associated Fittings",(Ed. 9),UL,870,"March 03, 2016",Type: ulstd
Standard for Electric Dry-Bath Heaters,(Ed. 9),UL,875,"May 21, 2009",Type: ulstd
Standard for Electric Sign Components,(Ed. 9),UL,879,"October 09, 2009",Type: ulstd
LED KITS,(Ed. 1),UL,879A,"December 12, 2012",Type: ulstd
"POLYMERIC ENCLOSURE SYSTEMS FOR THE SPLICE BETWEEN NEON TUBING ELECTRODE LEADS AND GTO CABLE, AND THE GTO CABLE LEADING TO THE SPLICE",(Ed. 1),UL,879B,"October 22, 2002",Type: outline
Standard for Underfloor Raceways and Fittings,(Ed. 13),UL,884,"May 20, 2016",Type: ulstd
Standard for Delayed-Action Timelocks,(Ed. 8),UL,887,"October 05, 1999",Type: ulstd
Standard for Switchboards,(Ed. 12),UL,891,"July 19, 2019",Type: ulcsance
Standard for Oil-Burning Stoves,(Ed. 5),UL,896,"July 29, 1993",Type: ulstd
Standard for Air Filter Units,(Ed. 8),UL,900,"April 21, 2015",Type: ulstd
Guide for the Investigation of Vehicle Alarm Systems and Units,(Ed. 1),ULC,904,"September 01, 2004",N/A
Guidelines for Integrating Health and Safety in the Workplace,(Ed. 1),UL Environment,904Z,"December 22, 2015",Type: ule
SOLENOIDS,(Ed. 4),UL,906,"December 05, 2006",Type: outline
Standard for Fireplace Accessories,(Ed. 4),UL,907,"March 11, 2016",Type: ulstd
Factory-Built Termination Caps for Use with Masonry Chimneys,(Ed. 1),UL,907a,"August 23, 2007",Type: outline
Standard for Highway Emergency Signals,(Ed. 6),UL,912,"November 26, 1997",Type: ulstd
"Standard for Intrinsically Safe Apparatus and Associated Apparatus for Use in Class I, II, III, Division 1, Hazardous (Classified) Locations",(Ed. 5),UL,913,"February 21, 1997",Type: ulstd
"Standard for Intrinsically Safe Apparatus and Associated Apparatus for Use in Class I, II, III, Division 1, Hazardous (Classified) Locations",(Ed. 8),UL,913,"December 06, 2013",Type: ulstd
Standard for Energy Management Equipment,(Ed. 5),UL,916,"October 22, 2015",Type: ulstd
Standard for Clock-Operated Switches,(Ed. 4),UL,917,"September 08, 2003",N/A
Standard for Clock-Operated Switches,(Ed. 5),UL,917,"November 10, 2006",Type: ulstd
Standard for Commercial Dishwashers,(Ed. 8),UL,921,"January 30, 2020",Type: ulcsa
Standard for Microwave Cooking Appliances,(Ed. 7),UL,923,"May 01, 2013",Type: ulstd
Standard for Emergency Lighting and Power Equipment,(Ed. 10),UL,924,"May 09, 2016",Type: ulstd
Standard for Fluorescent-Lamp Ballasts,(Ed. 10),UL,935,"May 21, 2001",Type: ulstd
Subject 935-1,(Ed. 1),UL,935-1,"February 10, 2017",N/A
Ground-Fault Circuit-Interrupters,(Ed. 5),UL,943,"May 17, 2016",Type: ulcsance
Standard for Appliance Leakage-Current Interrupters,(Ed. 3),UL,943B,"December 04, 2017",Type: ulstd
SPECIAL PURPOSE GROUND-FAULT CIRCUIT-INTERRUPTERS,(Ed. 2),UL,943C,"November 02, 2012",Type: outline
Standard for Medium Heat Appliance Factory-Built Chimneys,(Ed. 9),UL,959,"December 17, 2010",Type: ulstd
540°C and 760°C Industrial Chimneys,(Ed. 1),ULC,959,"January 01, 1993",N/A
Standard for Electric Hobby and Sports Equipment,(Ed. 5),UL,961,"December 05, 2014",Type: ulstd
Standard for Household and Commercial Furnishings,(Ed. 4),UL,962,"November 07, 2014",Type: ulstd
Household and Commercial Furnishings,(Ed. 5),UL,962,"October 21, 2022",Type: ulstd
Furniture Power Distribution Units,(Ed. 6),UL,962A,"July 13, 2023",Type: ulstd
Furniture Power Distribution Units,(Ed. 5),UL,962A,"May 22, 2023",Type: csdsproposal
"Standard for Sealing, Wrapping, and Marking Equipment",(Ed. 4),UL,963,"February 26, 2016",Type: ulstd
Standard for Electrically Heated Bedding,(Ed. 12),UL,964,"August 31, 2011",Type: ulstd
Subject for Industry Advisory Conference on Coatings (General Purpose and Fire Retardant) and Adhesives,(Ed. 1),UL,967,"April 29, 1998",N/A
Standard for Marking and Labeling Systems,(Ed. 5),UL,969,"May 30, 2017",Type: ulstd
Standard for Marking and Labeling Systems,(Ed. 4),UL,969,"July 13, 2017",N/A
"ANSI/CAN/UL Standard for Marking and Labeling Systems - Flag Labels, Flag Tags, Wrap-Around Labels and Related Products / Norme pour les systèmes de marquage et d'étiquetage - étiquettes de signalisation, étiquettes à fanion, étiquettes enveloppantes et produits connexes",(Ed. 1),UL,969A,"July 29, 2020",Type: ulstd
Retail Fixtures and Merchandise Displays,(Ed. 1),UL,970,"February 20, 2020",Type: ulstd
Standard for Nonmetallic Underground Piping For Flammable Liquids,(Ed. 2),UL,971,"May 12, 2021",Type: ulstd
Standard for Nonmetallic Underground Piping For Flammable Liquids,(Ed. 1),UL,971,"October 30, 1995",Type: ulstd
Outline of Investigation for Metallic Underground Fuel Pipe,(Ed. 2),UL,971A,"July 15, 2022",Type: outline
Standard for Burglary Resisting Glazing Material,(Ed. 4),UL,972,"December 02, 1996",N/A
Standard for Burglary Resisting Glazing Material,(Ed. 5),UL,972,"December 02, 2005",N/A
Standard for Burglary Resisting Glazing Material,(Ed. 6),UL,972,"November 27, 2006",Type: ulstd
Standard for Fused Power-Circuit Devices,(Ed. 5),UL,977,"April 30, 2012",Type: ulstd
Standard for Water Treatment Appliances,(Ed. 2),UL,979,"September 29, 2016",Type: ulstd
Standard for Motor-Operated Household Food Preparing Machines,(Ed. 8),UL,982,"September 27, 2019",Type: ulstd
Standard for Household Fire Warning System Units,(Ed. 6),UL,985,"May 15, 2015",Type: ulstd
Standard for Stationary and Fixed Electric Tools,(Ed. 8),UL,987,"October 19, 2011",Type: ulstd
Standard for Tests for Safety-Related Controls Employing Solid-State Devices,(Ed. 3),UL,991,"October 22, 2004",Type: ulstd
STANDARD FOR SYSTEM TESTING USE ONLY,(Ed. 1),ULC,991-15,"January 01, 2017",N/A
STANDARD FOR SYSTEM TESTING USE 2ONLY,(Ed. 1),ULC,991-16,"January 01, 2017",N/A
Grease Interceptors,(Ed. 1),ULC,996.2,"September 01, 2004",N/A
Standard for Humidifiers,(Ed. 6),UL,998,"April 09, 2020",Type: ulcsa
Subject 999F,(Ed. 1),UL,999F,"August 27, 2021",Type: csdsproposal
Sub 999I - CSDS Pilot Test,(Ed. 1),UL,999I,"August 09, 2022",Type: csdsproposal
Guide for the Investigation of Internal Combustion Engine-Powerd Industrial Trucks,(Ed. 1),ULC,C558,"March 01, 1975",N/A
Standard Method of Fire Tests for Air Filter Units,(Ed. 5),UL,S111,"September 01, 2023",Type: csdsproposal
Standard Method of Test for the Evaluation of Protective Coverings for Foamed Plastic,(Ed. 3),UL,S124,"May 05, 2023",Type: csdsproposal
Standard Method of Test for Ignition Resistance of Loose Fill Insulation (Cigarette Method),(Ed. 3),UL,S130,"May 05, 2023",Type: csdsproposal
Standard Method of Fire Test For Heat And Visible Smoke Release For Discrete Products,(Ed. 1),UL,S142,"September 15, 2023",Type: csdsproposal
"Standard for the Installation, Inspection and Testing of Intrusion Alarm Systems",(Ed. 2),UL,S302,"September 29, 2023",Type: csdsproposal
Standard for Dry Chemical for Use in Hand and Wheeled Fire Extinguishers,(Ed. 3),UL,S514,"August 24, 2023",Type: csdsproposal
Standard for Fire Hydrants,(Ed. 3),UL,S520,"March 23, 2019",N/A
Standard for Regulation of the Servicing of Portable Fire Extinguishers,(Ed. 3),UL,S532,"August 24, 2023",Type: csdsproposal
Standard for Inspection and Testing of Fire Alarm Systems,(Ed. 6),UL,S536,"September 29, 2023",Type: csdsproposal
STANDARD FOR EXTERNAL-LUG QUICK CONNECT COUPLINGS AND ADAPTORS FOR FORESTRY FIRE HOSE / NORME SUR LES ADAPTATEURS ET LES RACCORDEMENTS INSTANTANÉS À ERGOT EXTERNE POUR TUYAUX D’INCENDIE FORESTIERS,(Ed. 2),ULC,S558,"December 01, 2013",Type: canulc
Installation of Ancillary Devices,(Ed. 1),UL,S573,"October 06, 2023",Type: csdsproposal
Standard for Exhaust Hoods and Related Controls for Commercial and Institutional Cooking Equipment,(Ed. 3),UL,S646,"September 21, 2023",Type: csdsproposal
"Tank Assemblies for Collection, Storage and Removal of Used Oil",(Ed. 3),UL,S652,"September 01, 2023",Type: csdsproposal
Aboveground Steel Contained Tank Assemblies for Flammable and Combustible Liquids,(Ed. 3),UL,S653,"September 15, 2023",Type: csdsproposal
Standard for Liners Used for Secondary Containment of AboveGround Flammable and Combustible Liquid Tanks,(Ed. 1),UL,S668,"September 13, 2023",Type: csdsproposal
