Standard Title,Standard Type,Standard Info Latest,Edition Date,Standard Infotyp
STANDARD FOR FIRE TESTED ABOVEGROUND TANK ASSEMBLIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES ENSEMBLES R�SERVOIRS HORS SOL R�SISTANT AU FEU POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES,(Ed. 1),ULC,"October 01, 2014",Type: canulc
STANDARD FOR METALLIC AND NONMETALLIC UNDERGROUND PIPING FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES CANALISATIONS SOUTERRAINES M�TALLIQUES ET NON M�TALLIQUES POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES,(Ed. 1),ULC,"October 01, 2017",Type: canulc
Standard for Emergency Vault Ventilators and Vault-Ventilating Ports,(Ed. 8),UL,"November 26, 2002",Type: ulstd
Standard for Installation and Classification of Burglar and Holdup Alarm Systems,(Ed. 15),UL,"January 16, 2014",Type: ulstd
Standard for Burglary-Resistant Safes,(Ed. 14),UL,"October 07, 2005",Type: ulstd
Standard for Burglary-Resistant Safes,(Ed. 15),UL,"July 19, 2011",Type: ulstd
Standard for Electric Toys,(Ed. 10),UL,"February 17, 2010",Type: ulstd
Standard for Toy Transformers,(Ed. 7),UL,"March 03, 2011",Type: ulstd
Standard for Industrial Control Panels Relating to Hazardous (Classified) Locations,(Ed. 4),UL,"August 21, 2018",Type: ulstd
"STANDARD FOR THERMAL INSULATION, POLYSTYRENE BOARDS / NORME SUR L'ISOLANT THERMIQUE EN POLYSTYR�NE",(Ed. 5),ULC,"March 01, 2017",Type: canulc
"STANDARD FOR THERMAL INSULATION, POLYSTYRENE BOARDS / NORME SUR L'ISOLANT THERMIQUE EN POLYSTYR�NE, PANNEAUX",(Ed. 6),ULC,"February 25, 2022",Type: canulc
"STANDARD FOR MINERAL FIBRE THERMAL INSULATION FOR BUILDINGS, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE DE FIBRES MIN�RALES POUR B�TIMENTS, PARTIE 1 : SP�CIFICATIONS RELATIVES AU MAT�RIAU",(Ed. 3),ULC,"November 01, 2014",Type: canulc
"STANDARD FOR MINERAL FIBRE THERMAL INSULATION FOR BUILDINGS, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE DE FIBRES MIN�RALES POUR B�TIMENTS, PARTIE 1 : SP�CIFICATIONS RELATIVES AU MAT�RIAU",(Ed. 4),ULC,"November 30, 2021",Type: ulc
"MINERAL FIBRE THERMAL INSULATION
FOR BUILDINGS, PART 2: INSTALLATION",(Ed. 2),ULC,"May 01, 2010",N/A
"STANDARD FOR MINERAL FIBRE  THERMAL INSULATION FOR BUILDINGS,  PART 2: INSTALLATION",(Ed. 3),ULC,"June 01, 2015",Type: ulc
STANDARD FOR CELLULOSE FIBRE INSULATION FOR BUILDINGS / NORME SUR L'ISOLANT EN FIBRE CELLULOSIQUE POUR LES B�TIMENTS,(Ed. 2),ULC,"November 01, 2009",Type: canulc
"STANDARD FOR THERMAL INSULATION, POLYURETHANE AND POLYISOCYANURATE, BOARDS, FACED / NORME SUR L'ISOLANT THERMIQUE EN POLYUR�THANE ET EN POLYISOCYANURATE : PANNEAUX REV�TUS",(Ed. 4),ULC,"November 01, 2017",Type: canulc
"STANDARD FOR THERMAL INSULATION, POLYURETHANE AND POLYISOCYANURATE, BOARDS, FACED / NORME SUR L'ISOLANT THERMIQUE EN POLYUR�THANE ET EN POLYISOCYANURATE : PANNEAUX REV�TUS",(Ed. 5),ULC,"July 20, 2022",Type: ulc
Standard for Power Ventilators,(Ed. 7),UL,"July 19, 2017",Type: ulstd
"STANDARD FOR THERMAL INSULATION - SPRAY APPLIED RIGID POLYURETHANE FOAM, MEDIUM DENSITY - MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYUR�THANE RIGIDE PULV�RIS�E DE DENSIT� MOYENNE�- SP�CIFICATIONS RELATIVES AUX MAT�RIAUX",(Ed. 3),ULC,"January 01, 2015",N/A
"STANDARD FOR THERMAL INSULATION - SPRAY APPLIED RIGID POLYURETHANE FOAM, MEDIUM DENSITY - MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYUR�THANE RIGIDE PULV�RIS�E DE DENSIT� MOYENNE�- SP�CIFICATIONS RELATIVES AUX MAT�RIAUX",(Ed. 4),ULC,"December 18, 2018",Type: canulc
"STANDARD FOR THERMAL INSULATION - SPRAY APPLIED RIGID POLYURETHANE FOAM, MEDIUM DENSITY - APPLICATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYUR�THANE RIGIDE PULV�RIS�E, DE DENSIT� MOYENNE - APPLICATION",(Ed. 4),ULC,"September 13, 2022",Type: canulc
Standard for Wood Fibre Thermal Insulation for Buildings / Norme sur l�isolant thermique en fibre de bois pour b�timents,(Ed. 1),ULC,"January 01, 1900",N/A
Standard for Wood Fibre Thermal Insulation for Buildings,(Ed. 2),ULC,"October 01, 2009",N/A
STANDARD FOR WOOD FIBRE INSULATING BOARDS FOR BUILDINGS / NORME SUR LES PANNEAUX ISOLANTS EN FIBRE DE BOIS POUR B�TIMENTS,(Ed. 3),ULC,"September 01, 2016",Type: canulc
STANDARD FOR INSULATING WOOD FIBRE BOARDS FOR BUILDINGS / NORME SUR LES PANNEAUX ISOLANTS EN FIBRE DE BOIS POUR B�TIMENTS ,(Ed. 4),ULC,"March 19, 2020",Type: canulc
Standard for Exhaust Hoods for Commercial Cooking Equipment,(Ed. 6),UL,"September 13, 2012",Type: ulstd
"Standard for Thermal Insulation - Bead - Applied One Component Polyurethane Air Sealant Foam, Part 1: Material Specification / Norme sur l�isolant thermique - mousse d��tanch�it� � l�air de polyur�thane monocomposant appliqu�e en cordon, partie 1 : sp�cifications relatives au mat�riau",(Ed. 1),ULC,"February 01, 2005",N/A
"STANDARD FOR THERMAL INSULATION - BEAD-APPLIED ONE COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE - MOUSSE D��TANCH�IT� � L�AIR DE POLYUR�THANE MONOCOMPOSANT APPLIQU�E EN CORDON, PARTIE 1 : SP�CIFICATIONS RELATIVES AU MAT�RIAU",(Ed. 2),ULC,"December 01, 2011",Type: canulc
"STANDARD FOR BEAD-APPLIED ONE COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR LA MOUSSE D'�TANCH�IT� � L'AIR DE POLYUR�THANE MONOCOMPOSANT APPLIQU�E EN CORDON, PARTIE 1�: SP�CIFICATIONS RELATIVES AU MAT�RIAU",(Ed. 3),ULC,"June 26, 2019",Type: ulc
Rooftop Grease and Oil Collection and Containment Systems	,(Ed. 1),UL,"July 10, 2015",Type: ulstd
Standard for Recirculating Systems,(Ed. 2),UL,"September 02, 2011",Type: ulstd
Ultraviolet Radiation Systems for Use in the Ventilation Control of Commercial Cooking Operations,(Ed. 1),UL,"February 15, 2006",N/A
Ultraviolet Radiation Systems for Use in the Ventilation Control of Commercial Cooking Operations,(Ed. 3),UL,"September 22, 2006",Type: outline
Rating and Fire Testing of Fire Extinguishers,(Ed. 8),UL,"August 06, 2018",Type: ululc
"STANDARD FOR THERMAL INSULATION - BEAD-APPLIED TWO COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE - MOUSSE D��TANCH�IT� � L�AIR DE POLYUR�THANE BICOMPOSANT APPLIQU�E EN CORDON, PARTIE 1 : SP�CIFICATIONS RELATIVES AU MAT�RIAU",(Ed. 2),ULC,"December 01, 2011",Type: canulc
"BEAD-APPLIED TWO COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / MOUSSE D'�TANCH�IT� � L'AIR DE POLYUR�THANE BICOMPOSANT APPLIQU�E EN CORDON, PARTIE 1�: SP�CIFICATIONS RELATIVES AU MAT�RIAU",(Ed. 3),ULC,"June 26, 2019",Type: canulc
Outline of Investigation for the Fire Test Method for Portable Hand-Held Extinguishers Intended for Use On Residential Cooking Equipment,(Ed. 3),UL,"November 28, 2018",Type: outline
"STANDARD FOR THERMAL INSULATION - LIGHT DENSITY, OPEN CELL SPRAY APPLIED SEMI-RIGID POLYURETHANE FOAM - INSTALLATION / NORME SUR L�ISOLANT THERMIQUE EN MOUSSE DE POLYUR�THANE SEMI-RIGIDE PULV�RIS�E, DE FAIBLE DENSIT� ET � ALV�OLES OUVERTS - INSTALLATION",(Ed. 1),ULC,"January 01, 2017",Type: canulc
"STANDARD FOR THERMAL INSULATION - LIGHT DENSITY, OPEN CELL SPRAY APPLIED SEMI-RIGID POLYURETHANE FOAM - INSTALLATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYUR�THANE SEMI-RIGIDE PULV�RIS�E, DE FAIBLE DENSIT� ET � ALV�OLES OUVERTS - INSTALLATION",(Ed. 2),ULC,"March 17, 2020",Type: canulc
STANDARD METHOD OF SYSTEM TESTING -ML / M�THODE D'ESSAI NORMALIS�E  CARACT�SYSTEM TEST-ML MAT�RIAUX,(Ed. 1),ULC,"July 01, 2012",N/A
"STANDARD FOR THERMAL INSULATION - CLOSED CELL SPRAY APPLIED RIGID POLYURETHANE FOAM, HIGH DENSITY - MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE - MOUSSE DE POLYUR�THANE RIGIDE PULV�RIS�E � CELLULES FERM�ES, DE DENSIT� �LEV�E - SP�CIFICATIONS RELATIVES AUX MAT�RIAUX",(Ed. 1),ULC,"March 13, 2023",Type: canulc
"STANDARD FOR THERMAL INSULATION - CLOSED CELL SPRAY APPLIED RIGID POLYURETHANE FOAM, HIGH DENSITY - INSTALLATION / NORME SUR L",(Ed. 1),ULC,"March 13, 2023",Type: ulc
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - MATERIALS AND SYSTEMS / NORME POUR LES SYST�MES D�ISOLATION ET DE FINITION EXT�RIEURS (SYST�MES SIFE) - MAT�RIAUX ET SYST�MES,(Ed. 3),ULC,"December 01, 2012",N/A
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - MATERIALS AND SYSTEMS / NORME POUR LES SYST�MES D'ISOLATION ET DE FINITION EXT�RIEURS (SYST�MES SIFE) - MAT�RIAUX ET SYST�MES,(Ed. 4),ULC,"April 05, 2019",Type: canulc
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - INSTALLATION OF EIFS COMPONENTS AND WATER RESISTIVE BARRIER / NORME POUR LES SYST�MES D'ISOLATION ET DE FINITION EXT�RIEURS (SYST�MES SIFE) - INSTALLATION DES COMPOSANTS DES SYST�MES SIFE ET DE LA BARRI�RE R�SISTANT � L'EAU,(Ed. 2),ULC,"December 01, 2012",Type: canulc
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - INSTALLATION OF EIFS COMPONENTS AND WATER RESISTIVE BARRIER / NORME POUR LES SYST�MES D'ISOLATION ET DE FINITION EXT�RIEURS (SYST�MES SIFE) - INSTALLATION DES COMPOSANTS DES SYST�MES SIFE ET DE LA BARRI�RE R�SISTANT � L'EAU ,(Ed. 3),ULC,"April 25, 2019",Type: canulc
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - DESIGN APPLICATION / NORME POUR LES SYST�MES D'ISOLATION ET DE FINITION EXT�RIEURS (SYST�MES SIFE) - APPLICATION DE LA CONCEPTION,(Ed. 2),ULC,"December 01, 2012",N/A
STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - DESIGN APPLICATION / NORME POUR LES SYST�MES D'ISOLATION ET DE FINITION EXT�RIEURS (SYST�MES SIFE) - APPLICATION DE LA CONCEPTION,(Ed. 3),ULC,"April 05, 2019",Type: canulc
STANDARD FOR FLAT WALL INSULATING CONCRETE FORM (ICF) UNITS - MATERIAL PROPERTIES  / Norme sur les unit�s de coffrage � b�ton isolants pour murs plats - propri�t�s des mat�riaux,(Ed. 3),ULC,"October 11, 2022",Type: ulc
STANDARD FOR SITE QUALITY ASSURANCE PROGRAM FOR SPRAY POLYURETHANE FOAM / NORME SUR LE PROGRAMME D'ASSURANCE DE LA QUALIT� DU CHANTIER RELATIF � LA MOUSSE DE POLYUR�THANE PULV�RIS�E,(Ed. 1),ULC,"February 01, 2013",N/A
STANDARD FOR SITE QUALITY ASSURANCE PROGRAM FOR SPRAY APPLIED POLYURETHANE FOAM / NORME SUR LE PROGRAMME D'ASSURANCE DE LA QUALIT� DU CHANTIER RELATIF � LA MOUSSE DE POLYUR�THANE PULV�RIS�E,(Ed. 2),ULC,"May 01, 2018",Type: canulc
Standard for Nonmetallic-Sheathed Cables,(Ed. 13),UL,"September 08, 2015",Type: ulstd
Standard for Test for Surface Burning Characteristics of Building Materials,(Ed. 11),UL,"April 19, 2018",Type: ulstd
DROP-OUT CEILINGS INSTALLED BENEATH AUTOMATIC SPRINKLERS,(Ed. 3),UL,"December 05, 2006",Type: outline
Standard for Oil-Fired Boiler Assemblies,(Ed. 7),UL,"November 30, 1995",Type: ulstd
Standard for Oil-Fired Central Furnaces,(Ed. 10),UL,"January 31, 2018",Type: ulstd
Standard for Oil-Fired Floor Furnaces,(Ed. 6),UL,"August 29, 2003",Type: ulstd
Standard for Oil-Fired Wall Furnaces,(Ed. 5),UL,"August 29, 2003",Type: ulstd
Standard for Oil-Fired Unit Heaters,(Ed. 6),UL,"January 31, 2018",Type: ulstd
Standard for Oil-Fired Storage Tank Water Heaters,(Ed. 6),UL,"January 31, 2018",Type: ulstd
Standard for Oil-Fired Air Heaters and Oil-Fired Direct-Fired Heaters,(Ed. 5),UL,"May 02, 2019",Type: ulstd
Standard for Fireplace Stoves,(Ed. 10),UL,"April 25, 2011",Type: ulstd
STANDARD FOR AIR BARRIER MATERIALS - SPECIFICATION / NORME SUR LES MAT�RIAUX D'�TANCH�IT� � L'AIR - SP�CIFICATION,(Ed. 1),ULC,"December 01, 2008",Type: canulc
STANDARD FOR AIR BARRIER ASSEMBLIES - SPECIFICATION,(Ed. 1),ULC,"February 01, 2011",N/A
STANDARD FOR AIR BARRIER ASSEMBLIES - SPECIFICATION / Norme sur les ensembles d'�tanch�it� � l'air - sp�cifications,(Ed. 2),ULC,"November 09, 2020",Type: canulc
"STANDARD FOR THERMAL INSULATION - LOW PRESSURE APPLIED TWO COMPONENT SPRAY POLYURETHANE FOAM, PART 1: MATERIAL SPECIFICATION / Norme pour l�isolation thermique - mousse de polyur�thane � deux composants pulv�ris�e � basse pression, Partie 1 : Sp�cification du mat�riau",(Ed. 1),ULC,"November 09, 2020",Type: canulc
"STANDARD FOR THERMAL INSULATION - LOW PRESSURE APPLIED TWO COMPONENT SPRAY POLYURETHANE FOAM, PART 2: INSTALLATION / NORME POUR L'ISOLATION THERMIQUE�- MOUSSE DE POLYUR�THANE � DEUX COMPOSANTS PULV�RIS�E � BASSE PRESSION, PARTIE�2�: INSTALLATION",(Ed. 1),ULC,"April 12, 2021",Type: canulc
Subject 745,(Ed. 9),UL,"September 27, 2004",N/A
Portable Electric Tools,(Ed. 2),UL,"June 15, 2007",Type: ulcsaiec
Particular Requirements for Diamond Core Drills,(Ed. 1),UL,"March 23, 1995",Type: ulcsa
Particular Requirements for Magnetic Drill Presses,(Ed. 1),UL,"March 23, 1995",Type: ulcsa
Subject 746,(Ed. 1),UL,"August 08, 2003",N/A
Standard for Polymeric Materials - Short Term Property Evaluations,(Ed. 6),UL,"September 06, 2012",Type: ulstd
Standard for Polymeric Materials - Long Term Property Evaluations,(Ed. 5),UL,"August 15, 2018",Type: ulstd
Standard for Polymeric Materials - Use in Electrical Equipment Evaluations,(Ed. 7),UL,"February 05, 2018",Type: ulstd
Standard for Polymeric Materials - Fabricated Parts,(Ed. 8),UL,"January 26, 2018",Type: ulstd
"Polymeric Materials - Industrial Laminates, Filament Wound Tubing, Vulcanized Fibre, and Materials Used In Printed Wiring Boards",(Ed. 7),UL,"September 14, 2020",Type: ulstd
Polymeric Materials - Flexible Dielectric Film Materials for Use in Printed Wiring Boards and Flexible Materials Interconnect Constructions,(Ed. 3),UL,"March 04, 2021",Type: ulstd
Outline of Investigation for Non-Halogenated Materials,(Ed. 1),UL,"November 24, 2014",Type: outline
Outline of Investigation for Restricted Use Substances in Polymeric Materials ,(Ed. 4),UL,"October 18, 2019",N/A
Evaluation of Sustainable Polymeric Materials for use in Electrical Equipment,(Ed. 1),UL,"August 30, 2023",Type: ulstd
Household Dishwashers,(Ed. 11),UL,"November 30, 2018",Type: ulcsa
Household Dishwashers,(Ed. 12),UL,"May 25, 2023",Type: ulcsa
Standard for Vending Machines,(Ed. 9),UL,"July 18, 2016",Type: ulstd
Standard for Bullet-Resisting Equipment,(Ed. 11),UL,"September 05, 2005",Type: ulstd
Guide for the Investigation of Bullet-Resisting Glazing Material� ,(Ed. 1),ULC,"September 01, 2004",N/A
Standard for Alarm Accessories for Automatic Water-Supply Control Valves for Fire-Protection Service,(Ed. 8),UL,"October 25, 2013",Type: ulstd
Guide for the Investigation of Alarm Accessories for Automatic Water-Supply Control Valves for Fire Protection Services,(Ed. 1),ULC,"September 01, 2004",N/A
Standard for Coin and Currency Changers and Actuators,(Ed. 8),UL,"August 25, 2016",Type: ulstd
Standard for Appliance Wiring Material,(Ed. 3),UL,"May 02, 2014",Type: ulstd
POWER ROOF VENTILATORS FOR RESTAURANT EXHAUST APPLIANCES,(Ed. 7),UL,"October 14, 2013",Type: outline
Standard for Motor-Operated Commercial Food Preparing Machines,(Ed. 5),UL,"February 28, 2018",Type: ulstd
Standard for Combination Locks,(Ed. 8),UL,"January 06, 2006",Type: ulstd
Standard Test Method for Determination of Long-term Thermal Resistance of Closed-Cell Thermal Insulating Foams,(Ed. 3),ULC,"August 01, 2009",N/A
STANDARD FOR STANDARD TEST METHOD FOR DETERMINATION OF LONG-TERM THERMAL RESISTANCE OF CLOSED-CELL THERMAL INSULATING FOAMS / M�THODE D'ESSAI NORMALIS�E POUR LA D�TERMINATION DE LA R�SISTANCE THERMIQUE � LONG TERME DES MOUSSES ISOLANTES THERMIQUES � ALV�OLES FERM�S,(Ed. 4),ULC,"February 01, 2015",Type: canulc
Standard for Night Depositories,(Ed. 9),UL,"October 06, 2006",Type: ulstd
"Guide for Preparing Thermal Insulation Standards, Part 1 - Material Specifications",(Ed. 3),ULC,"May 01, 2016",N/A
Standard for Plug-In Locking Type Photocontrols for Use with Area Lighting,(Ed. 5),UL,"March 18, 2016",Type: ulstd
Standard for Thermal Insulation Terminology,(Ed. 2),ULC,"July 01, 2009",N/A
STANDARD FOR THERMAL INSULATION TERMINOLOGY / NORME SUR LA TERMINOLOGIE DE L'ISOLATION THERMIQUE,(Ed. 3),ULC,"July 01, 2015",Type: ulc
Standard for Nonindustrial Photoelectric Switches for Lighting Control,(Ed. 6),UL,"January 19, 2016",Type: ulcsance
STANDARD LABORATORY GUIDE FOR THE DETERMINATION OF VOLATILE ORGANIC COMPOUND EMISSIONS FROM POLYURETHANE FOAM / GUIDE STANDARD DE LABORATOIRE POUR L'�VALUATION DES �MISSIONS DE COMPOS�S ORGANIQUES VOLATILS DE LA MOUSSE DE POLYUR�THANE,(Ed. 2),ULC,"March 01, 2009",Type: canulc
STANDARD TEST METHOD FOR THE DETERMINATION OF VOLATILE ORGANIC COMPOUND EMISSIONS FROM POLYURETHANE FOAM / M�THODE D'ESSAI NORMALIS�E POUR LA D�TERMINATION DES �MISSIONS DE COMPOS�S ORGANIQUES VOLATILS DE LA MOUSSE DE POLYUR�THANE,(Ed. 3),ULC,"March 17, 2020",Type: canulc
Standard for Graphic Arts Equipment,(Ed. 3),UL,"February 27, 1998",Type: ulstd
Standard for Motor-Operated Water Pumps,(Ed. 6),UL,"July 07, 2016",Type: ulstd
Standard for Electrically Conductive Floorings,(Ed. 8),UL,"August 12, 2011",Type: ulstd
Standard for Electric Flashlights and Lanterns for Use in Hazardous (Classified) Locations,(Ed. 6),UL,"April 28, 2003",Type: ulstd
Standard for Indicator Posts for Fire-Protection Service,(Ed. 10),UL,"January 09, 2004",Type: ulstd
Indicator Posts for Fire Protection Service,(Ed. 1),ULC,"September 01, 2004",N/A
Standard Test Methods for Fire Tests of Roof Coverings,(Ed. 9),UL,"February 18, 2022",Type: ulstd
Standard for Residential Incinerators,(Ed. 4),UL,"May 21, 1998",N/A
Standard for Residential Incinerators,(Ed. 5),UL,"November 10, 2006",Type: ulstd
ANSI/CAN/UL Automatically Operated Roof Vents for Smoke and Heat / A�rateurs exutoires � commande automatique pour la fum�e et la chaleur,(Ed. 4),UL,"December 15, 2020",Type: ulstd
Standard for Commercial-Industrial Gas Heating Equipment,(Ed. 8),UL,"December 02, 2016",Type: ulstd
ULC/ORD Commercial-Industrial Gas-Fired Package Boilers,(Ed. 1),ULC,"April 02, 2021",N/A
Printed Wiring Boards,(Ed. 12),UL,"October 13, 2020",Type: ulstd
Guide for the Investigation of Printed-Wiring Boards,(Ed. 1),ULC,"September 01, 2004",N/A
Flexible Materials Interconnect Constructions,(Ed. 4),UL,"February 26, 2021",Type: ulstd
Standard for Electrical Metallic Tubing - Steel,(Ed. 7),UL,"March 19, 2004",N/A
Electrical Metallic Tubing - Steel,(Ed. 9),UL,"November 30, 2007",Type: ulcsance
Standard for Electrical Metallic Tubing - Aluminum and Stainless Steel,(Ed. 3),UL,"January 30, 2014",Type: ulstd
"STANDARD ON ELECTRIC UTILITY WORKPLACE ELECTRICAL SAFETY FOR GENERATION, TRANSMISSION, AND DISTRIBUTION / NORME SUR S�CURIT� �LECTRIQUE AU TRAVAIL POUR LES SERVICES PUBLICS DE PRODUCTION, DE TRANSPORT ET DE DISTRIBUTION D",(Ed. 2),ULC,"December 31, 2014",Type: canulc
Subject for Miscellaneous Wire,(Ed. 1),UL,"March 08, 2002",N/A
Subject 805,(Ed. 14),UL,"August 21, 2009",N/A
Standard for Capacitors,(Ed. 6),UL,"October 29, 2019",Type: ulstd
Standard for Electrochemical Capacitors,(Ed. 1),UL,"October 07, 2008",Type: ulstd
DC Power Capacitors,(Ed. 2),UL,"June 10, 2021",Type: ulstd
Standard for Commercial Audio Equipment,(Ed. 7),UL,"December 13, 1996",Type: ulstd
Gas-Tube-Sign Cable,(Ed. 12),UL,"July 06, 2011",Type: ulstd
Standard for Cord Sets and Power-Supply Cords,(Ed. 12),UL,"March 11, 2015",Type: ulstd
Standard for Electric Heaters For Use in Hazardous (Classified) Locations,(Ed. 8),UL,"January 19, 2005",N/A
Standard for Electric Heaters For Use in Hazardous (Classified) Locations,(Ed. 9),UL,"October 20, 2006",Type: ulstd
Standard for Household Electric Clocks,(Ed. 11),UL,"November 29, 2007",Type: ulstd
Standard for Central-Station Alarm Services,(Ed. 8),UL,"October 29, 2014",Type: ulstd
Central-Station Alarm Services,(Ed. 9),UL,"November 08, 2022",Type: ulstd
Outline of Investigation for Hosted Central Station Services,(Ed. 2),UL,"November 28, 2022",Type: outline
Managed Video Services,(Ed. 1),UL,"June 18, 2015",Type: outline
Subject for Control Units and Accessories for Fire Alarm Systems,(Ed. 1),UL,"March 30, 2001",N/A
"Standard for Heating, Water Supply, and Power Boilers - Electric",(Ed. 5),UL,"April 13, 2004",Type: ulstd
Subject for Lighting Arresters,(Ed. 1),UL,"February 25, 2005",N/A
Standard for Insulation Coordination Including Clearances and Creepage Distances for Electrical Equipment,(Ed. 3),UL,"January 06, 2005",Type: ulstd
ANSI/CAN/UL/ULC Standard for Valves for Flammable and Combustible Liquids / Soupapes pour liquides inflammables et combustibles,(Ed. 11),UL,"August 25, 2020",Type: ulstd
Guide for the Investigation of Valves for Flammable and Combustible Liquids,(Ed. 2),ULC,"June 01, 1984",N/A
ANSI/CAN/UL/ULC Valves for Flammable and Combustible Liquids / Soupapes pour liquides inflammables et combustibles,(Ed. 11),ULC,"August 25, 2020",Type: canulc
Valves for Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations up to 85 Percent (E0 - E85),(Ed. 1),UL,"February 18, 2015",Type: ulstd
"Valves for Diesel Fuel, Biodiesel Fuel, Diesel/Biodiesel Blends with Nominal Biodiesel Concentrations up to 20 Percent (B20), Kerosene and Fuel Oil",(Ed. 1),UL,"February 18, 2015",Type: ulstd
Standard for Luminaires for Use in Hazardous (Classified) Locations,(Ed. 13),UL,"June 29, 2012",Type: ulstd
Motor Control Centers,(Ed. 6),UL,"June 28, 2021",Type: ulcsance
Standard for Metallic Sprinkler Pipe for Fire Protection Service,(Ed. 2),UL,"October 01, 2008",Type: ulstd
Standard for Service-Entrance Cables,(Ed. 12),UL,"January 10, 2020",Type: ulstd
Busways,(Ed. 13),UL,"March 25, 2009",Type: ulcsance
Standard for Household Electric Ranges,(Ed. 16),UL,"November 07, 2014",Type: ulstd
Standard for Safety-Related Solid-State Controls for Household Electric Ranges,(Ed. 3),UL,"April 12, 2007",Type: ulstd
Standard for Household Electric Personal Grooming Appliances,(Ed. 11),UL,"June 20, 2012",Type: ulstd
Standard for Pipe Unions for Flammable and Combustible Fluids and Fire-Protection  Service,(Ed. 8),UL,"December 15, 2014",Type: ulstd
Subject for Loose Fill Material (Fire Hazardous Classification of Building Materials),(Ed. 1),UL,"April 29, 1998",N/A
Standard for Time-Indicating and -Recording Appliances,(Ed. 8),UL,"November 16, 2007",Type: ulstd
Standard for Control Units and Accessories for Fire Alarm Systems,(Ed. 10),UL,"December 01, 2014",Type: ulstd
